"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Nauru","NRU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43485506.2167283","43490070.4835952","49034991.9887108","38849278.378046","48393132.944092","53130884.7490755","59743785.8583163","67083599.8292964","76104197.0405354","101141868.813437","130401282.238402","136584001.407309","142879783.827205","137224096.026992","149069613.813615","151736045.112653","155329933.439089","164211233.477789",
"New Zealand","NZL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49494148953.8073","50920076386.4824","52698533576.7729","57033823097.0293","61899494624.104","65810492915.3674","68930604408.3788","72388499334.5769","73810390775.1176","78923926226.423","82993411165.6987","87345928885.1912","92024844754.3231","96546618676.8686","102560104153.326","106147882736.156","116145778469.234","124052195848.734","127057661824.005","132009122772.214","135839532696.295","143362843769.664","145417090682.004","160993347759.546","168435445919.777","172758850728.072","188250863284.59","203223153144.151","208377209093.506","226826506957.071","227316999814.112","237788575265.381",
"OECD members","OED","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18391918674697.2","19293307356451.4","20190465609269.7","20909043059326.3","22006709661127.6","23073781023521.2","24296963564122.2","25586664623206.9","26458929481627.6","27685630683573.5","29598632516649.2","30747871986077.7","31940485041828.8","33132657597651.3","35144260749815.6","37059515117633.8","39814303463509.8","42075673509593.1","43511507215643","42626850389272.7","44546772188110.4","46640675823686","48201708140736.1","50224635015344.8","52026595801245.8","53837781849239.7","56025464302644.3","58513572464126","61134062575363.4","62771426162284.5","61527703253839.9","66702610938868.8",
"Oman","OMN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47453070911.861","52037630866.4417","57701687331.2378","62638954686.1884","66456148830.4488","71239993769.4773","74754033240.8076","80631186064.7372","83693245279.8564","85154027074.3743","92788112934.9886","99131804520.3377","99568448537.4542","98824015983.2755","102788145510.753","108651319234.644","118020567926.819","126607207562.546","139616456613.505","149099943562.822","153478077729.6","161201808676.585","177869544675.061","181368915064.596","178708963770.913","152786414346.647","148656050467.365","155414922984.09","161175942599.094","162206357740.822","158906626092.482","",
"Other small states","OSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233107794567.521","249634081800.101","266338380965.478","284178287915.912","319950813973.907","348600024978.191","401614800218.725","457203637233.858","508027013996.207","528629535811.314","584344999188.372","644672055201.209","688976367800.057","711371440863.177","720847950828.934","627652698013.13","625756968262.855","683009081980.277","713948431160.634","742204554115.74","711347336710.292","766611078195.722",
"Pakistan","PAK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232796825929.927","252851107253.482","278541838299.939","290156341839.578","307428330193.231","329451176484.413","351742793550.081","361437950130.586","374827314649.765","394022016362.823","420114745345.535","444848790600.34","463114114430.09","499536413130.181","551657326011.209","606045329644.383","661598992530.716","712316853842.897","738330453500.787","764103819059.592","785711065125.132","824079094442.907","847094656786.583","883375281467.369","931730729922.603","981557838891.446","1010729673957.06","1058468637040.17","1150424987656.53","1200250216633.59","1198566159001.6","1323644691652.23",
"Panama","PAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12452250187.2124","14085897676.8511","15588510754.5775","16828639715.653","17677885783.2868","18364726527.0109","19463923199.3187","21078813199.7181","22880981077.9751","24112353543.6219","25328204484.6507","26047566838.2311","27043214971.6623","28736686757.4503","31727719225.9913","35075821488.167","39286683519.1922","45183764929.2168","50588923723.7507","51546022688.7956","55205700329.9405","62728252363.5053","70433629085.1632","79815096466.4259","89329888802.0345","100479058279.396","112345910883.7","125038025703.772","132743367371.097","139143893428.568","115550784073.719","138809364462.691",
"Peru","PER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74109386276.0871","78315887444.9873","79667685039.6471","85832535565.0279","98455605269.3761","107970064885.443","113024347951.721","122419998842.565","123313161276.02","126920330410.656","133292951129.358","137138140202.974","146870909833.539","156007489645.272","168138179077.359","184309663451.316","204301350018.167","227696155091.076","253242622534.559","257658672769.041","282482512957.902","306596257463.361","317719593696.311","336325852091.006","346348573214.234","352617166513.571","371526141635.466","393259049121.626","418636804603.182","435672918754.81","392630743564.487","463538286394.483",
"Philippines","PHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163907785644.835","168711289838.421","173276713135.724","181254282523.547","193221571020.218","206397566791.209","222493722166.084","238068903686.535","239510782868.517","251014110280.807","267950886352.153","282342211209.276","297398689528.519","318695129225.071","348748020798.663","377461552453.389","409795068336.715","448307624043.121","476756081056.125","486761097716.938","528741501891.209","560551170595.17","612131229679.722","654004065671.884","699661967288.66","733864052010.449","798601364196.765","854095492048.794","929956213045.773","1004507865722.19","919850174367.918","1012713767557.36",
"Palau","PLW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190000016.563115","206792506.541114","217532707.841875","214586901.652789","231047420.803896","247728725.97991","254336698.547885","266489644.011776","255897022.756685","240564287.769802","243981460.443612","265696417.552902","275193683.923937","270527306.487309","292930878.456907","318166980.042018","321087837.742707","316437632.323355","323649973.664239","323192183.133281","295237539.52562","",
"Papua New Guinea","PNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6636017059.44989","7515389695.20101","8751190602.55885","10589297812.061","11458088488.8311","11310851271.1868","12408712486.5407","12129853121.2983","11804044935.2351","12192508478.8397","12157660319.6922","12416488540.8405","12589966049.5272","13116278567.9477","13834871103.4791","15174028744.9801","16488472207.4115","18257507754.2405","18552510605.3512","19941159315.4314","22224814620.7507","22937846465.9927","24455146244.1174","25835118109.4764","29882684308.501","32167131000.6319","34273057444.757","36157916582.9223","36918349113.0276","39262401528.7935","38344859419.241","40537303553.5044",
"Poland","POL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235596729851.941","226476247506.489","237463198521.197","252179319031.943","271196611427.131","296455778636.73","319647622867.953","345397548029.164","366829607250.755","388183852269.954","408300721265.832","425307710140.259","451281395936.759","469475440088.891","509873254482.813","530377303430.348","577929296231.788","640533438047.484","697829222312.149","734034112704.283","801657787640.284","868896495217.117","903836389469.136","934552749787.888","968368133404.107","1020392994001.53","1075392865943.42","1141694288588.02","1213408517146.27","1283148291764.73","1299444847807.88","1416885114554.5",
"Pre-demographic dividend","PRE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","613728602571.798","640338691676.811","677882606620.555","701346457591.99","718922397184.657","758436269162.54","818339057915.055","893260378857.513","978951287393.648","1045029000909.09","1136193098570.97","1212329946305.57","1284445472906.81","1272369173910.84","1482665191499.79","1617224970708.19","1770762592332.63","1924966488831.42","2087970895482.05","2198921760802.83","2369422645757.31","2523187707814","2644820504299.43","2837338435401.58","2994011508399.57","2923488659184.54","3000624935332.96","3164688448707.8","3328257496944.98","3498347103283.4","3456076784009.7","3730098682416.82",
"Puerto Rico","PRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47426597933.6093","50160305814.6016","53644928608.1419","57467107056.0257","61151191273.5985","65273562221.1202","68006591479.231","72555329508.8344","77429965752.9246","82753187706.5697","87396998784.5683","95008109247.707","97373121484.9003","99347919874.5717","110939770743.374","112145218363.015","113976191215.442","115695288088.254","115739749173.274","114207372752.402","115102268666.272","117072536776.923","118421150151.172","119191962134.508","119064630803.291","118145537346.768","117008511226.768","114269312175.687","112146705449.287","115847646822.593","112667496277.163","",
"Korea, Dem. People's Rep.","PRK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117538635022.563","126821459841.923","131124863812.243","131490098642.607","135593819096.963","144366106900.432","150129506991.605","159607574620.871","169543898888.825","181041025245.14","194238900586.281","202330973364.29","212108753260.396","218077802677.528","225170544275.135","238691088867.445","259718676385.131","271303432506.308","281542630016.914","279624307181.718","288243360048.273","282620727896.604","277991617084.959","292135407902.921","298951904406.531","307229815692.704","326364349265.682","340370495824.125","359198924420.589","372075451394.494","351924219905.62","369627395922.993",
"Paraguay","PRY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22746564703.9928","24337359042.9529","25314260247.075","27193516880.7373","29251223502.5777","31902197123.7981","32997580915.3473","34990670008.6841","35408576403.7851","35417039691.3586","35381261094.8894","35876636532.6706","36427986314.9985","38751953053.3724","41406750179.1806","43616304322.8518","47123503440.3676","51020933015.2801","55377518457.1869","55586925017.0855","62496582385.5606","66529576563.4646","64335334008.0026","72020277433.9387","75593778277.3937","76830436044.7365","81617333082.6948","86460026414.3883","91362146609.3834","92622644895.6396","92970506796.9232","100900679064.58",
